product_id,product_name,category,supplier,unit_cost,retail_price,current_stock,reorder_point,date_first_stocked,is_discontinued,sale_id,sold_at,staff_at_time,qty,unit_price,discount,payment_type,line_revenue,line_profit,refund_amount,refund_reason
1180,Seasona SEA-279,seasonal,Seasonal Source,8.47,13.03,16,13,2025-09-20,0,19113,2025-08-28 18:30:00,,3,13.03,0.0,card,39.09,13.68,,
560,Card CAR-109,cards,Paperhaus,2.98,5.42,16,14,2026-06-04,0,12014,2025-08-28 18:45:00,,1,5.42,0.0,cash,5.42,2.44,,
343,Ceramic CER-092,ceramics,Kiln & Co,13.99,31.09,8,13,2025-12-28,0,18218,2025-08-29 08:00:00,,3,31.09,0.0,cash,93.27,51.3,,
63,Candle CAN-062,candles,Aurora Home,20.72,27.63,10,11,2025-10-20,0,4740,2025-08-29 08:15:00,,2,27.63,0.0,card,55.26,13.82,,
208,Candle CAN-207,candles,Aurora Home,15.42,20.56,19,14,2026-02-02,0,2460,2025-08-29 08:15:00,,1,20.56,0.0,card,20.56,5.14,,
392,Ceramic CER-141,ceramics,Kiln & Co,17.67,39.26,0,12,2025-07-28,0,18039,2025-08-29 08:45:00,,2,39.26,0.0,card,78.52,43.18,,
481,Card CAR-030,cards,Paperhaus,,6.12,20,15,2026-01-10,0,14865,2025-08-29 09:30:00,2,1,6.12,0.0,card,6.12,,,
690,Card CAR-239,cards,Paperhaus,2.56,4.65,36,11,2025-10-22,0,9496,2025-08-29 10:00:00,2,2,4.65,0.0,card,9.3,4.18,,
118,Candle CAN-117,candles,Aurora Home,14.78,19.71,20,11,2026-01-16,0,2919,2025-08-29 10:15:00,2,1,19.71,0.0,card,19.71,4.93,,
235,Candle CAN-234,candles,Aurora Home,17.92,23.89,29,11,2026-03-25,0,1192,2025-08-29 10:45:00,2,3,23.89,0.0,card,71.67,17.91,,
587,Card CAR-136,cards,Paperhaus,2.23,4.06,18,14,2025-12-10,0,15072,2025-08-29 10:45:00,2,1,4.06,0.0,cash,4.06,1.83,,
489,Card CAR-038,cards,Paperhaus,3.41,6.2,19,7,2025-11-16,0,7901,2025-08-29 11:15:00,2,3,6.2,0.0,card,18.6,8.37,,
649,Card CAR-198,cards,Paperhaus,2.87,5.21,13,8,2025-06-28,0,10168,2025-08-29 11:30:00,2,2,5.21,0.0,card,10.42,4.68,,
679,Card CAR-228,cards,Paperhaus,2.73,4.97,14,9,2026-06-12,0,8950,2025-08-29 11:30:00,2,1,4.97,0.0,card,4.97,2.24,,
713,Card CAR-262,cards,Paperhaus,2.86,5.2,23,9,2025-07-30,0,13622,2025-08-29 11:30:00,2,1,5.2,0.0,cash,5.2,2.34,,
1047,Seasona SEA-146,seasonal,Seasonal Source,13.96,21.47,15,8,2026-05-07,0,20475,2025-08-29 11:30:00,2,2,21.47,0.0,card,42.94,15.02,,
218,Candle CAN-217,candles,Aurora Home,16.9,22.53,9,9,2026-05-18,0,2774,2025-08-29 11:45:00,2,1,22.53,0.0,card,22.53,5.63,,
680,Card CAR-229,cards,Paperhaus,3.71,6.74,2,6,2025-08-01,0,10025,2025-08-29 11:45:00,2,1,6.74,0.0,cash,6.74,3.03,,
512,Card CAR-061,cards,Paperhaus,3.63,6.6,26,14,2026-04-09,0,14978,2025-08-29 12:30:00,2,1,6.6,0.0,cash,6.6,2.97,,
115,Candle CAN-114,candles,Aurora Home,18.18,24.24,12,10,2026-05-30,0,4019,2025-08-29 12:45:00,2,3,24.24,0.0,card,72.72,18.18,,
656,Card CAR-205,cards,Paperhaus,3.01,5.48,2,14,2026-01-18,0,12459,2025-08-29 12:45:00,2,2,5.48,0.0,card,10.96,4.94,,
564,Card CAR-113,cards,Paperhaus,2.97,5.4,18,6,2025-11-08,0,7365,2025-08-29 14:00:00,2,3,5.4,0.0,card,16.2,7.29,,
78,Candle CAN-077,candles,Aurora Home,14.84,19.79,0,12,2025-07-28,0,162,2025-08-29 14:15:00,2,3,19.79,0.0,cash,59.37,14.85,,
175,Candle CAN-174,candles,Aurora Home,13.58,18.11,17,14,2026-03-15,0,2871,2025-08-29 14:15:00,2,3,18.11,0.0,card,54.33,13.59,,
1181,Seasona SEA-280,seasonal,Seasonal Source,8.44,12.99,16,11,2025-10-15,0,20760,2025-08-29 14:45:00,2,3,12.99,0.0,cash,38.97,13.65,,
1106,Seasona SEA-205,seasonal,Seasonal Source,12.87,19.8,5,14,2025-06-21,0,19785,2025-08-29 15:30:00,2,1,19.8,0.0,cash,19.8,6.93,,
117,Candle CAN-116,candles,Aurora Home,14.83,19.77,19,13,2025-08-23,0,4819,2025-08-29 15:45:00,2,1,19.77,0.0,cash,19.77,4.94,,
199,Candle CAN-198,candles,Aurora Home,14.63,19.51,40,12,2025-08-24,0,5023,2025-08-29 15:45:00,2,3,19.51,0.0,card,58.53,14.64,,
100,Candle CAN-099,candles,Aurora Home,19.93,26.58,11,10,2025-07-03,0,4231,2025-08-29 16:15:00,2,1,26.58,0.0,card,26.58,6.65,,
749,Card CAR-298,cards,Paperhaus,3.42,6.21,35,11,2025-12-07,0,10345,2025-08-29 16:15:00,2,3,6.21,0.0,card,18.63,8.37,,
195,Candle CAN-194,candles,Aurora Home,20.79,27.72,38,9,2026-03-16,0,3905,2025-08-29 16:30:00,2,3,27.72,0.0,card,83.16,20.79,,
717,Card CAR-266,cards,Paperhaus,3.04,5.52,28,10,2025-12-06,0,10393,2025-08-29 16:45:00,2,2,5.52,0.0,card,11.04,4.96,,
715,Card CAR-264,cards,Paperhaus,3.56,6.47,6,7,2026-02-10,0,10853,2025-08-29 17:15:00,,3,6.47,0.0,card,19.41,8.73,,
452,Card CAR-001,cards,Paperhaus,3.05,5.55,7,12,2025-12-29,0,14675,2025-08-29 17:30:00,,3,5.55,0.0,cash,16.65,7.5,,
452,Card CAR-001,cards,Paperhaus,3.05,5.55,7,12,2025-12-29,0,7621,2025-08-29 17:45:00,,2,5.55,0.0,card,11.1,5.0,,
45,Candle CAN-044,candles,Aurora Home,20.36,27.15,12,9,2026-06-09,0,6064,2025-08-29 18:00:00,,2,27.15,0.0,card,54.3,13.58,,
803,Furnitur FUR-052,furniture,Timberworks,85.57,142.62,1,6,2026-02-11,0,19088,2025-08-29 18:00:00,,3,142.62,0.0,cash,427.86,171.15,,
665,Card CAR-214,cards,Paperhaus,4.38,7.96,33,5,2025-07-21,0,7077,2025-08-29 18:15:00,,1,7.96,0.0,cash,7.96,3.58,,
1089,Seasona SEA-188,seasonal,Seasonal Source,15.81,24.32,0,12,2025-08-26,0,19409,2025-08-29 18:15:00,,2,24.32,0.0,card,48.64,17.02,,
565,Card CAR-114,cards,Paperhaus,3.46,6.29,24,11,2026-03-26,0,11597,2025-08-29 18:30:00,,2,6.29,0.0,card,12.58,5.66,,
452,Card CAR-001,cards,Paperhaus,3.05,5.55,7,12,2025-12-29,0,7084,2025-08-29 18:45:00,,2,5.55,0.0,card,11.1,5.0,,
1103,Seasona SEA-202,seasonal,Seasonal Source,15.09,23.22,5,12,2026-02-05,0,20370,2025-08-29 18:45:00,,1,23.22,0.0,card,23.22,8.13,,
243,Candle CAN-242,candles,Aurora Home,16.16,21.54,9,12,2025-08-20,0,856,2025-08-30 08:00:00,,1,21.54,0.0,card,21.54,5.38,,
203,Candle CAN-202,candles,Aurora Home,19.4,25.87,31,6,2026-01-12,0,3040,2025-08-30 08:30:00,,3,25.87,0.0,card,77.61,19.41,,
573,Card CAR-122,cards,Paperhaus,2.93,5.32,6,15,2026-02-17,0,12454,2025-08-30 09:30:00,2,2,5.32,0.0,card,10.64,4.78,,
680,Card CAR-229,cards,Paperhaus,3.71,6.74,2,6,2025-08-01,0,14667,2025-08-30 09:30:00,2,2,6.74,0.0,card,13.48,6.06,,
1134,Seasona SEA-233,seasonal,Seasonal Source,12.73,19.59,20,6,2026-05-13,0,20773,2025-08-30 09:45:00,2,3,19.59,0.0,cash,58.77,20.58,,
276,Ceramic CER-025,ceramics,Kiln & Co,22.36,49.68,4,12,2025-09-09,0,18497,2025-08-30 10:00:00,2,2,49.68,0.0,card,99.36,54.64,,
679,Card CAR-228,cards,Paperhaus,2.73,4.97,14,9,2026-06-12,0,10678,2025-08-30 10:00:00,2,1,4.97,0.0,card,4.97,2.24,,
741,Card CAR-290,cards,Paperhaus,4.39,7.99,6,9,2026-02-23,0,17463,2025-08-30 10:00:00,2,2,7.99,0.0,card,15.98,7.2,,
5,Candle CAN-004,candles,Aurora Home,17.05,22.73,34,11,2026-05-19,0,3221,2025-08-30 10:30:00,2,2,22.73,0.0,cash,45.46,11.36,,
645,Card CAR-194,cards,Paperhaus,3.38,6.14,3,9,2025-09-26,0,6210,2025-08-30 10:30:00,2,3,6.14,0.0,cash,18.42,8.28,,
155,Candle CAN-154,candles,Aurora Home,19.8,26.4,3,9,2025-09-22,0,3933,2025-08-30 11:00:00,1,2,26.4,0.0,cash,52.8,13.2,,
501,Card CAR-050,cards,Paperhaus,2.6,4.73,27,13,2025-08-26,0,10805,2025-08-30 11:00:00,1,3,4.73,0.0,cash,14.19,6.39,,
589,Card CAR-138,cards,Paperhaus,4.08,7.42,27,13,2026-01-14,0,13152,2025-08-30 11:00:00,1,3,7.42,0.0,card,22.26,10.02,,
640,Card CAR-189,cards,Paperhaus,2.73,4.96,19,7,2025-10-14,0,15720,2025-08-30 11:00:00,1,2,4.96,0.0,card,9.92,4.46,,
703,Card CAR-252,cards,Paperhaus,2.99,5.44,6,7,2025-11-06,0,13333,2025-08-30 11:00:00,1,1,5.44,0.0,card,5.44,2.45,,
730,Card CAR-279,cards,Paperhaus,2.37,4.3,30,14,2026-04-23,0,17492,2025-08-30 11:00:00,1,1,4.3,0.0,card,4.3,1.93,,
952,Seasona SEA-051,seasonal,Seasonal Source,9.23,14.2,21,8,2025-08-11,0,19762,2025-08-30 11:00:00,1,1,14.2,0.0,card,14.2,4.97,,
43,Candle CAN-042,candles,Aurora Home,13.15,17.54,35,7,2026-02-19,0,2476,2025-08-30 11:15:00,1,1,17.54,0.0,cash,17.54,4.39,,
85,Candle CAN-084,candles,Aurora Home,12.93,17.24,16,6,2025-08-28,0,2451,2025-08-30 11:15:00,1,3,17.24,0.0,card,51.72,12.93,,
139,Candle CAN-138,candles,Aurora Home,18.77,25.02,17,13,2026-05-13,0,366,2025-08-30 11:15:00,1,3,25.02,0.0,card,75.06,18.75,,
194,Candle CAN-193,candles,Aurora Home,13.95,18.6,17,14,2026-02-23,0,3090,2025-08-30 11:15:00,1,2,18.6,0.0,cash,37.2,9.3,,
361,Ceramic CER-110,ceramics,Kiln & Co,23.46,52.14,0,9,2025-07-16,0,17829,2025-08-30 11:15:00,1,1,52.14,0.0,card,52.14,28.68,,
381,Ceramic CER-130,ceramics,Kiln & Co,23.82,52.93,0,15,2025-07-30,0,18663,2025-08-30 11:15:00,1,1,52.93,0.0,cash,52.93,29.11,,
445,Ceramic CER-194,ceramics,Kiln & Co,12.84,28.53,0,8,2026-03-11,0,17906,2025-08-30 11:15:00,1,2,28.53,0.0,card,57.06,31.38,,
452,Card CAR-001,cards,Paperhaus,3.05,5.55,7,12,2025-12-29,0,9489,2025-08-30 11:15:00,1,3,5.55,0.0,card,16.65,7.5,,
465,Card CAR-014,cards,Paperhaus,3.83,6.97,21,7,2026-01-04,0,6484,2025-08-30 11:15:00,1,1,6.97,0.0,cash,6.97,3.14,,
483,Card CAR-032,cards,Paperhaus,3.3,6.0,35,6,2026-01-05,0,14933,2025-08-30 11:15:00,1,2,6.0,0.0,card,12.0,5.4,,
497,Card CAR-046,cards,Paperhaus,3.89,7.08,4,7,2026-04-11,0,10598,2025-08-30 11:15:00,1,2,7.08,0.0,cash,14.16,6.38,,
574,Card CAR-123,cards,Paperhaus,3.89,7.08,35,7,2025-06-23,0,16951,2025-08-30 11:15:00,1,2,7.08,0.0,cash,14.16,6.38,,
579,Card CAR-128,cards,Paperhaus,4.14,7.53,2,11,2025-09-19,0,8618,2025-08-30 11:15:00,1,1,7.53,0.0,card,7.53,3.39,,
581,Card CAR-130,cards,Paperhaus,2.22,4.04,38,6,2026-04-07,0,12581,2025-08-30 11:15:00,1,2,4.04,0.0,card,8.08,3.64,,
598,Card CAR-147,cards,Paperhaus,3.6,6.55,23,14,2025-11-19,0,8083,2025-08-30 11:15:00,1,3,6.55,0.0,card,19.65,8.85,,
607,Card CAR-156,cards,Paperhaus,2.45,4.46,37,12,2025-10-04,0,13121,2025-08-30 11:15:00,1,2,4.46,0.0,card,8.92,4.02,,
674,Card CAR-223,cards,Paperhaus,3.99,7.25,27,7,2026-06-01,0,7411,2025-08-30 11:15:00,1,1,7.25,0.0,card,7.25,3.26,,
743,Card CAR-292,cards,Paperhaus,2.96,5.39,29,8,2025-12-13,0,9581,2025-08-30 11:15:00,1,2,5.39,0.0,cash,10.78,4.86,,
121,Candle CAN-120,candles,Aurora Home,17.12,22.83,35,5,2026-01-14,0,2386,2025-08-30 11:30:00,1,3,22.83,0.0,card,68.49,17.13,,
124,Candle CAN-123,candles,Aurora Home,15.98,21.31,32,12,2025-10-08,0,5596,2025-08-30 11:30:00,1,2,21.31,0.0,cash,42.62,10.66,,
183,Candle CAN-182,candles,Aurora Home,19.92,26.56,17,13,2026-06-15,0,3254,2025-08-30 11:30:00,1,3,26.56,0.0,card,79.68,19.92,,
196,Candle CAN-195,candles,Aurora Home,20.83,27.77,18,8,2025-09-28,0,2181,2025-08-30 11:30:00,1,3,27.77,0.0,card,83.31,20.82,,
227,Candle CAN-226,candles,Aurora Home,12.36,16.48,30,13,2025-09-18,0,435,2025-08-30 11:30:00,1,1,16.48,0.0,card,16.48,4.12,,
480,Card CAR-029,cards,Paperhaus,3.18,5.78,36,7,2025-07-30,0,11904,2025-08-30 11:30:00,1,1,5.78,0.0,card,5.78,2.6,,
490,Card CAR-039,cards,Paperhaus,3.77,6.85,40,7,2026-06-14,0,7013,2025-08-30 11:30:00,1,3,6.85,0.0,card,20.55,9.24,,
494,Card CAR-043,cards,Paperhaus,3.23,5.87,8,14,2026-03-30,0,12275,2025-08-30 11:30:00,1,2,5.87,0.0,card,11.74,5.28,,
564,Card CAR-113,cards,Paperhaus,2.97,5.4,18,6,2025-11-08,0,12134,2025-08-30 11:30:00,1,3,5.4,0.0,card,16.2,7.29,,
734,Card CAR-283,cards,Paperhaus,3.65,6.63,10,15,2025-12-19,0,15049,2025-08-30 11:30:00,1,1,6.63,0.0,cash,6.63,2.98,,
1062,Seasona SEA-161,seasonal,Seasonal Source,12.12,18.64,0,15,2025-09-07,0,19380,2025-08-30 11:30:00,1,2,18.64,0.0,cash,37.28,13.04,,
1118,Seasona SEA-217,seasonal,Seasonal Source,15.3,23.54,0,6,2025-09-26,0,19831,2025-08-30 11:30:00,1,1,23.54,0.0,cash,23.54,8.24,,
1186,Seasona SEA-285,seasonal,Seasonal Source,8.77,13.49,0,14,2026-06-07,0,20665,2025-08-30 11:30:00,1,3,13.49,0.0,card,40.47,14.16,,
11,Candle CAN-010,candles,Aurora Home,13.12,17.5,5,13,2025-12-31,0,1741,2025-08-30 11:45:00,1,2,17.5,0.0,cash,35.0,8.76,,
116,Candle CAN-115,candles,Aurora Home,15.88,21.18,21,14,2026-05-27,0,381,2025-08-30 11:45:00,1,1,21.18,0.0,card,21.18,5.3,,
458,Card CAR-007,cards,Paperhaus,2.6,4.73,4,12,2025-08-29,0,10090,2025-08-30 11:45:00,1,2,4.73,0.0,card,9.46,4.26,,
490,Card CAR-039,cards,Paperhaus,3.77,6.85,40,7,2026-06-14,0,11899,2025-08-30 11:45:00,1,1,6.85,0.0,card,6.85,3.08,,
493,Card CAR-042,cards,Paperhaus,2.26,4.11,36,10,2026-03-31,0,9368,2025-08-30 11:45:00,1,2,4.11,0.0,card,8.22,3.7,,
527,Card CAR-076,cards,Paperhaus,3.29,5.99,25,13,2025-08-06,0,14395,2025-08-30 11:45:00,1,2,5.99,0.0,card,11.98,5.4,,
585,Card CAR-134,cards,Paperhaus,2.8,5.09,21,7,2025-08-17,0,11262,2025-08-30 11:45:00,1,3,5.09,0.0,cash,15.27,6.87,,
600,Card CAR-149,cards,Paperhaus,3.2,5.82,23,11,2026-04-27,0,6928,2025-08-30 11:45:00,1,3,5.82,0.0,card,17.46,7.86,,
657,Card CAR-206,cards,Paperhaus,4.1,7.46,1,9,2025-09-03,0,12177,2025-08-30 11:45:00,1,3,7.46,0.0,card,22.38,10.08,,
661,Card CAR-210,cards,Paperhaus,3.64,6.62,21,9,2026-06-06,0,16203,2025-08-30 11:45:00,1,1,6.62,0.0,cash,6.62,2.98,,
745,Card CAR-294,cards,Paperhaus,3.16,5.75,28,10,2026-06-12,0,8792,2025-08-30 11:45:00,1,3,5.75,0.0,cash,17.25,7.77,,
999,Seasona SEA-098,seasonal,Seasonal Source,8.1,12.46,23,8,2025-07-16,0,19678,2025-08-30 11:45:00,1,1,12.46,0.0,card,12.46,4.36,,
1008,Seasona SEA-107,seasonal,Seasonal Source,11.52,17.73,0,12,2025-07-01,0,19213,2025-08-30 11:45:00,1,2,17.73,0.0,card,35.46,12.42,,
8,Candle CAN-007,candles,Aurora Home,14.5,19.33,21,6,2025-10-09,0,5007,2025-08-30 12:00:00,1,3,19.33,0.0,cash,57.99,14.49,,
66,Candle CAN-065,candles,Aurora Home,20.34,27.12,18,11,2026-02-08,0,2259,2025-08-30 12:00:00,1,2,27.12,0.0,card,54.24,13.56,,
115,Candle CAN-114,candles,Aurora Home,18.18,24.24,12,10,2026-05-30,0,3280,2025-08-30 12:00:00,1,3,24.24,0.0,cash,72.72,18.18,,
180,Candle CAN-179,candles,Aurora Home,18.02,24.02,1,12,2025-12-10,0,2718,2025-08-30 12:00:00,1,1,24.02,0.0,card,24.02,6.0,,
483,Card CAR-032,cards,Paperhaus,3.3,6.0,35,6,2026-01-05,0,9066,2025-08-30 12:00:00,1,1,6.0,0.0,card,6.0,2.7,,
518,Card CAR-067,cards,Paperhaus,2.95,5.36,20,10,2025-09-02,0,8354,2025-08-30 12:00:00,1,3,5.36,0.0,card,16.08,7.23,,
560,Card CAR-109,cards,Paperhaus,2.98,5.42,16,14,2026-06-04,0,6635,2025-08-30 12:00:00,1,3,5.42,0.0,cash,16.26,7.32,,
631,Card CAR-180,cards,Paperhaus,4.38,7.97,36,10,2025-10-18,0,8385,2025-08-30 12:00:00,1,3,7.97,0.0,card,23.91,10.77,,
650,Card CAR-199,cards,Paperhaus,4.32,7.85,30,8,2025-08-20,0,15979,2025-08-30 12:00:00,1,2,7.85,0.0,card,15.7,7.06,,
679,Card CAR-228,cards,Paperhaus,2.73,4.97,14,9,2026-06-12,0,17494,2025-08-30 12:00:00,1,3,4.97,0.0,card,14.91,6.72,,
704,Card CAR-253,cards,Paperhaus,2.39,4.35,28,13,2026-01-27,0,14458,2025-08-30 12:00:00,1,1,4.35,0.0,card,4.35,1.96,,
40,Candle CAN-039,candles,Aurora Home,19.91,26.54,15,5,2025-11-25,0,5378,2025-08-30 12:15:00,1,1,26.54,0.0,cash,26.54,6.63,,
624,Card CAR-173,cards,Paperhaus,2.96,5.38,12,6,2025-11-09,0,6338,2025-08-30 12:15:00,1,1,5.38,0.0,card,5.38,2.42,,
663,Card CAR-212,cards,Paperhaus,2.57,4.67,10,7,2025-12-18,0,17257,2025-08-30 12:15:00,1,1,4.67,0.0,card,4.67,2.1,,
676,Card CAR-225,cards,Paperhaus,2.73,4.96,33,9,2026-05-04,0,11024,2025-08-30 12:15:00,1,3,4.96,0.0,cash,14.88,6.69,,
714,Card CAR-263,cards,Paperhaus,4.28,7.78,31,14,2026-05-07,0,11078,2025-08-30 12:15:00,1,3,7.78,0.0,card,23.34,10.5,,
1119,Seasona SEA-218,seasonal,Seasonal Source,14.69,22.6,40,15,2025-07-14,0,19910,2025-08-30 12:15:00,1,3,22.6,0.0,card,67.8,23.73,,
51,Candle CAN-050,candles,Aurora Home,12.61,16.81,21,6,2025-07-07,0,1969,2025-08-30 12:30:00,1,1,16.81,0.0,cash,16.81,4.2,,
73,Candle CAN-072,candles,Aurora Home,13.08,17.44,15,14,2026-04-08,0,5299,2025-08-30 12:30:00,1,2,17.44,0.0,cash,34.88,8.72,,
115,Candle CAN-114,candles,Aurora Home,18.18,24.24,12,10,2026-05-30,0,2247,2025-08-30 12:30:00,1,3,24.24,0.0,card,72.72,18.18,,
295,Ceramic CER-044,ceramics,Kiln & Co,24.98,55.52,0,13,2026-06-01,0,18284,2025-08-30 12:30:00,1,3,55.52,0.0,card,166.56,91.62,,
483,Card CAR-032,cards,Paperhaus,3.3,6.0,35,6,2026-01-05,0,8805,2025-08-30 12:30:00,1,1,6.0,0.0,card,6.0,2.7,,
530,Card CAR-079,cards,Paperhaus,3.51,6.39,30,9,2026-05-21,0,9299,2025-08-30 12:30:00,1,2,6.39,0.0,card,12.78,5.76,,
626,Card CAR-175,cards,Paperhaus,3.88,7.06,15,8,2025-06-29,0,17523,2025-08-30 12:30:00,1,2,7.06,0.0,cash,14.12,6.36,,
678,Card CAR-227,cards,Paperhaus,,5.49,29,14,2026-01-14,0,12898,2025-08-30 12:30:00,1,1,5.49,0.0,card,5.49,,,
1016,Seasona SEA-115,seasonal,Seasonal Source,13.2,20.31,0,15,2025-11-12,0,20360,2025-08-30 12:30:00,1,3,20.31,0.0,card,60.93,21.33,,
14,Candle CAN-013,candles,Aurora Home,17.96,23.94,5,8,2025-11-16,0,1810,2025-08-30 12:45:00,1,2,23.94,0.0,card,47.88,11.96,,
50,Candle CAN-049,candles,Aurora Home,12.64,16.85,3,8,2026-05-10,0,814,2025-08-30 12:45:00,1,1,16.85,0.0,cash,16.85,4.21,,
83,Candle CAN-082,candles,Aurora Home,17.5,23.34,33,5,2026-05-21,0,5131,2025-08-30 12:45:00,1,3,23.34,0.0,cash,70.02,17.52,,
105,Candle CAN-104,candles,Aurora Home,19.39,25.85,14,5,2025-10-15,0,4224,2025-08-30 12:45:00,1,3,25.85,0.0,card,77.55,19.38,,
466,Card CAR-015,cards,Paperhaus,3.29,5.98,23,13,2026-03-02,0,12480,2025-08-30 12:45:00,1,2,5.98,0.0,card,11.96,5.38,,
541,Card CAR-090,cards,Paperhaus,2.5,4.55,30,13,2025-12-08,0,7108,2025-08-30 12:45:00,1,3,4.55,0.0,card,13.65,6.15,,
614,Card CAR-163,cards,Paperhaus,4.39,7.98,30,5,2025-07-26,0,6887,2025-08-30 12:45:00,1,1,7.98,0.0,card,7.98,3.59,,
653,Card CAR-202,cards,Paperhaus,3.04,5.52,22,9,2026-03-21,0,13018,2025-08-30 12:45:00,1,2,5.52,0.0,card,11.04,4.96,,
700,Card CAR-249,cards,Paperhaus,2.38,4.33,24,15,2025-09-07,0,6197,2025-08-30 12:45:00,1,3,4.33,0.0,cash,12.99,5.85,,
723,Card CAR-272,cards,Paperhaus,4.0,7.27,23,6,2026-01-08,0,6222,2025-08-30 12:45:00,1,2,7.27,0.0,cash,14.54,6.54,,
1008,Seasona SEA-107,seasonal,Seasonal Source,11.52,17.73,0,12,2025-07-01,0,19354,2025-08-30 12:45:00,1,2,17.73,0.0,card,35.46,12.42,,
1076,Seasona SEA-175,seasonal,Seasonal Source,8.25,12.7,2,9,2025-09-18,0,19365,2025-08-30 12:45:00,1,1,12.7,0.0,card,12.7,4.45,,
1112,Seasona SEA-211,seasonal,Seasonal Source,8.68,13.36,14,5,2026-05-24,0,19268,2025-08-30 12:45:00,1,1,13.36,0.0,card,13.36,4.68,,
40,Candle CAN-039,candles,Aurora Home,19.91,26.54,15,5,2025-11-25,0,945,2025-08-30 13:00:00,1,1,26.54,0.0,cash,26.54,6.63,,
222,Candle CAN-221,candles,Aurora Home,20.48,27.31,34,12,2026-03-04,0,5141,2025-08-30 13:00:00,1,3,27.31,0.0,card,81.93,20.49,,
247,Candle CAN-246,candles,Aurora Home,20.29,27.06,8,6,2026-03-08,0,2332,2025-08-30 13:00:00,1,3,27.06,0.0,card,81.18,20.31,,
326,Ceramic CER-075,ceramics,Kiln & Co,19.46,43.24,0,14,2025-12-23,0,17980,2025-08-30 13:00:00,1,1,43.24,0.0,card,43.24,23.78,,
465,Card CAR-014,cards,Paperhaus,3.83,6.97,21,7,2026-01-04,0,7214,2025-08-30 13:00:00,1,1,6.97,0.0,card,6.97,3.14,,
482,Card CAR-031,cards,Paperhaus,2.81,5.11,1,7,2025-08-18,0,8095,2025-08-30 13:00:00,1,2,5.11,0.0,card,10.22,4.6,,
504,Card CAR-053,cards,Paperhaus,4.26,7.74,22,13,2025-10-14,0,15815,2025-08-30 13:00:00,1,3,7.74,0.0,cash,23.22,10.44,,
626,Card CAR-175,cards,Paperhaus,3.88,7.06,15,8,2025-06-29,0,15885,2025-08-30 13:00:00,1,1,7.06,0.0,card,7.06,3.18,,
691,Card CAR-240,cards,Paperhaus,3.69,6.71,21,11,2026-03-24,0,17469,2025-08-30 13:00:00,1,2,6.71,0.0,cash,13.42,6.04,,
768,Furnitur FUR-017,furniture,Timberworks,66.88,111.46,0,5,2026-02-06,0,19055,2025-08-30 13:00:00,1,2,111.46,0.0,card,222.92,89.16,,
998,Seasona SEA-097,seasonal,Seasonal Source,,14.43,3,8,2025-10-01,0,20055,2025-08-30 13:00:00,1,2,14.43,0.0,cash,28.86,,,
107,Candle CAN-106,candles,Aurora Home,19.78,26.37,22,15,2025-11-10,0,2728,2025-08-30 13:15:00,1,1,26.37,0.0,cash,26.37,6.59,,
112,Candle CAN-111,candles,Aurora Home,17.45,23.27,7,11,2026-03-09,0,775,2025-08-30 13:15:00,1,2,23.27,0.0,cash,46.54,11.64,,
118,Candle CAN-117,candles,Aurora Home,14.78,19.71,20,11,2026-01-16,0,5193,2025-08-30 13:15:00,1,3,19.71,0.0,card,59.13,14.79,,
138,Candle CAN-137,candles,Aurora Home,18.69,24.92,28,9,2026-02-19,0,2330,2025-08-30 13:15:00,1,3,24.92,0.0,card,74.76,18.69,,
139,Candle CAN-138,candles,Aurora Home,18.77,25.02,17,13,2026-05-13,0,4285,2025-08-30 13:15:00,1,2,25.02,0.0,card,50.04,12.5,,
161,Candle CAN-160,candles,Aurora Home,20.55,27.4,1,14,2025-10-01,0,5229,2025-08-30 13:15:00,1,2,27.4,0.0,cash,54.8,13.7,,
235,Candle CAN-234,candles,Aurora Home,17.92,23.89,29,11,2026-03-25,0,3837,2025-08-30 13:15:00,1,1,23.89,0.0,card,23.89,5.97,,
289,Ceramic CER-038,ceramics,Kiln & Co,23.15,51.44,18,10,2025-08-06,0,17589,2025-08-30 13:15:00,1,1,51.44,0.0,card,51.44,28.29,,
523,Card CAR-072,cards,Paperhaus,2.84,5.16,39,11,2026-01-03,0,10251,2025-08-30 13:15:00,1,3,5.16,0.0,cash,15.48,6.96,,
525,Card CAR-074,cards,Paperhaus,3.78,6.88,10,12,2025-09-26,0,9379,2025-08-30 13:15:00,1,1,6.88,0.0,card,6.88,3.1,,
545,Card CAR-094,cards,Paperhaus,2.94,5.35,34,12,2026-03-08,0,11727,2025-08-30 13:15:00,1,1,5.35,0.0,card,5.35,2.41,,
574,Card CAR-123,cards,Paperhaus,3.89,7.08,35,7,2025-06-23,0,14450,2025-08-30 13:15:00,1,2,7.08,0.0,card,14.16,6.38,,
586,Card CAR-135,cards,Paperhaus,3.81,6.92,16,7,2026-05-18,0,9698,2025-08-30 13:15:00,1,1,6.92,0.0,card,6.92,3.11,,
642,Card CAR-191,cards,Paperhaus,4.33,7.87,33,7,2026-04-02,0,6553,2025-08-30 13:15:00,1,3,7.87,0.0,card,23.61,10.62,,
659,Card CAR-208,cards,Paperhaus,2.85,5.18,21,8,2025-09-29,0,13400,2025-08-30 13:15:00,1,3,5.18,0.0,card,15.54,6.99,,
